LineLength;AvgDiff;LastCandlesDiff;PrevLineLength;MaxDeviation;DurationHours;BarsCount
77;0.1481;0.1477;-35.0877;0.2258;3.5;15
121;0.0815;0.0561;-57.1429;0.5774;28.5;115
99;0.0749;0.1524;18.1818;0.6848;20;81
203;0.0682;0.2591;-105.0505;1.3682;119.5;287
79;0.0612;0.0446;61.0837;0.1416;14.5;58
83;0.1046;0.1323;-5.0633;0.1808;8.5;35
232;0.0708;0.0907;-179.5181;0.7227;117.5;279
70;0.0781;0.082;69.8276;0.381;30.75;124
291;0.0706;0.0874;-315.7143;0.7982;132.75;340
95;0.1409;0.1707;67.354;0.6799;7.25;30
84;0.0821;0.1284;11.5789;0.2538;24;97
110;0.0835;0.0989;-30.9524;0.3234;16.5;67
76;0.0809;0.0636;30.9091;0.167;24.25;98
122;0.1469;0.235;-60.5263;0.4957;7.25;30
158;0.1074;0.0531;-29.5082;0.309;62.5;59
133;0.0974;0.122;15.8228;0.5161;29.75;120
60;0.1473;0.1607;54.8872;0.3844;4.25;18
54;0.0729;0.0566;10;0.1672;14;57
65;0.1142;0.137;-20.3704;0.2319;6.25;26
97;0.1808;0.2112;-49.2308;0.4507;4.75;20
143;0.0931;0.2046;-47.4227;0.8;23.25;94
99;0.0889;0.1342;30.7692;0.406;25;101
149;0.0998;0.0828;-50.5051;0.3486;61.75;56
97;0.0813;0.1213;34.8993;0.2468;26;105
100;0.1006;0.0885;-3.0928;0.1501;18.5;75
146;0.0933;0.0957;-46;0.4652;33.5;128
86;0.3188;0.3188;41.0959;0.7556;1.5;7
172;0.1075;0.1153;-100;0.4417;18.25;74
75;0.1466;0.1623;56.3953;0.2705;5.75;24
161;0.0941;0.1738;-114.6667;1.1312;66.25;74
83;0.1212;0.0809;48.4472;0.207;11.25;46
69;0.0718;0.0991;16.8675;0.3689;16.75;68
220;0.1315;0.0444;-218.8406;0.1522;10.75;44
60;0.0961;0.1365;72.7273;0.4465;12.25;50
67;0.083;0.105;-11.6667;0.4371;49.75;193
77;0.1602;0.1648;-14.9254;0.3954;2.75;12
60;0.0728;0.0919;22.0779;0.5012;66.75;76
79;0.0759;0.0592;-31.6667;0.2503;14.5;59
217;0.0972;0.1351;-174.6835;0.7353;42;162
73;0.467;0.467;66.3594;0.4257;0.75;4
92;0.1156;0.0949;-26.0274;0.0726;7.25;30
86;0.1314;0.1956;6.5217;0.6446;6.5;27
330;0.1292;0.219;-283.7209;1.3701;88.25;162
121;0.2255;0.2087;63.3333;0.2666;8.25;34
104;0.1574;0.0648;14.0496;0.2921;13.25;54
74;0.0946;0.1319;28.8462;0.1864;9.25;38
121;0.12;0.1163;-63.5135;0.2998;23.25;94
205;0.2068;0.1481;-69.4215;0.8072;12;49
98;0.0871;0.1475;52.1951;0.2649;12.75;52
194;0.1456;0.1929;-97.9592;0.4102;24.5;99
96;0.196;0.2282;50.5155;0.2277;5.25;22
82;0.1252;0.1003;14.5833;0.3852;60.5;51
65;0.1245;0.1427;20.7317;0.4775;9.75;40
237;0.1241;0.1145;-264.6154;0.7191;31.25;126
151;0.1072;0.1892;36.2869;0.914;19.5;79
79;0.0908;0.086;47.6821;0.1833;13;46
248;0.0993;0.0727;-213.9241;0.407;121.5;295
96;0.1341;0.1613;61.2903;0.6349;11.75;48
99;0.1077;0.1435;-3.125;0.3378;22;89
72;0.0878;0.1263;27.2727;0.481;21;85
97;0.3199;0.3199;-34.7222;0.779;1;5
151;0.1639;0.1017;-55.6701;0.2557;13.25;54
83;0.119;0.1551;45.0331;0.3877;10.25;42
74;0.2472;0.2472;10.8434;0.4055;1;5
73;0.2135;0.1611;1.3514;0.1751;3.75;16
151;0.0915;0.1043;-106.8493;1.112;85.75;152
111;0.0977;0.0679;26.4901;0.4599;44.5;179
88;0.1375;0.2089;20.7207;0.587;11.75;48
131;0.0933;0.1542;-48.8636;0.5959;21.5;87
171;0.2055;0.0728;-30.5344;0.2191;57.5;39
71;0.134;0.1559;58.4795;0.3514;11.5;47
280;0.0998;0.0622;-294.3662;0.8058;62.5;251
118;0.1152;0.223;57.8571;0.6738;13.25;54
68;0.3039;0.3039;42.3729;0.2351;1.25;6
104;0.0963;0.1426;-52.9412;0.3626;18;73
50;0.1458;0.1808;51.9231;0.4827;4.75;20
114;0.0943;0.1414;-128;0.7372;74.5;107
71;0.0796;0.1077;37.7193;0.2404;21.5;86
87;0.0904;0.0948;-22.5352;0.4438;28;113
85;0.2568;0.2568;2.2989;0.5347;1.25;6
209;0.1155;0.1204;-145.8824;0.3492;16.25;66
227;0.1194;0.0988;-8.6124;1.6095;33.75;136
53;0.0455;0.0455;76.652;0.0037;48.75;4
183;0.0976;0.0957;-245.283;0.8526;44;177
151;0.0995;0.1537;17.4863;0.8854;40.25;162
421;0.1525;0.0926;-178.8079;0.3391;33.5;135
87;0.1078;0.1419;79.3349;0.6884;63.75;64
168;0.1128;0.1824;-93.1034;0.6588;26;105
139;0.259;0.2525;17.2619;0.5781;5.5;23
126;0.1344;0.1533;9.3525;0.4518;15;61
118;0.1111;0.1777;6.3492;0.6861;27.75;112
78;0.0912;0.1456;33.8983;0.4157;19.75;80
165;0.1032;0.1102;-111.5385;0.701;79.75;128
221;0.0839;0.0841;-33.9394;0.7826;59.5;239
84;0.0802;0.1078;61.991;0.5125;33.5;135
50;0.0827;0.0514;40.4762;0.0464;6;25
69;0.072;0.0933;-38;0.3773;53.25;22
150;0.1098;0.1492;-117.3913;0.7565;9.5;39
159;0.1218;0.0792;-6;0.1992;9.25;38
58;0.0629;0.0856;63.522;0.3335;8.5;35
73;0.1153;0.0443;-25.8621;0.239;18.25;74
75;0.0931;0.1391;-2.7397;0.3271;15.5;63
96;0.2357;0.2357;-28;0.3078;1.25;6
157;0.1128;0.0708;-63.5417;0.2078;15;61
53;0.1978;0.1978;66.242;0.327;1;5
138;0.1174;0.0881;-160.3774;0.1355;28.75;116
94;0.2678;0.2678;31.8841;0.6453;1;5
136;0.1108;0.0499;-44.6809;0.3867;63.75;64
57;0.1061;0.1161;58.0882;0.2779;5;21
62;0.142;0.1304;-8.7719;0.2226;2.5;11
145;0.0895;0.0803;-133.871;0.3102;42.25;170
97;0.1282;0.1305;33.1034;0.2945;6.75;28
51;0.1633;0.1591;47.4227;0.1819;2.5;11
92;0.0779;0.0671;-80.3922;0.4899;33;133
76;0.085;0.0646;17.3913;0.26;71.75;96
67;0.0711;0.0788;11.8421;0.3132;10.5;43
61;0.1095;0.0905;8.9552;0.3265;7.5;31
176;0.0949;0.2328;-188.5246;0.6306;49;197
83;0.0711;0.0931;52.8409;0.36;13.25;54
102;0.1442;0.2048;-22.8916;0.7302;4.75;20
115;0.2828;0.2411;-12.7451;0.3915;3;13
68;0.0705;0.0587;40.8696;0.1427;14;57
77;0.0952;0.0494;-13.2353;0.0935;64.75;68
67;0.0737;0.1131;12.987;0.2369;9.5;39
72;0.1047;0.096;-7.4627;0.286;6.5;27
62;0.0703;0.0914;13.8889;0.3506;11.25;46
55;0.1497;0.1016;11.2903;0.099;2.75;12
69;0.1206;0.1589;-25.4545;0.4656;9.25;38
64;0.0847;0.1319;7.2464;0.4218;26;105
57;0.0517;0.0505;10.9375;0.1625;13.5;55
73;0.0947;0.0617;-28.0702;0.2615;12.75;52
91;0.0665;0.0714;-24.6575;0.2429;112;161
58;0.0704;0.0606;36.2637;0.5259;33.5;135
103;0.0725;0.1065;-77.5862;0.5188;45;181
184;0.0735;0.1258;-78.6408;1.3276;89.5;167
103;0.0909;0.0693;44.0217;0.2681;37.5;151
139;0.0788;0.0864;-34.9515;0.327;35.75;144
339;0.0828;0.2364;-143.8849;0.9412;145.25;390
62;0.4126;0.4126;81.7109;0.389;1;5
97;0.0971;0.0446;-56.4516;0.0589;9.5;39
71;0.0829;0.0855;26.8041;0.4105;13.5;55
80;0.0815;0.0787;-12.6761;0.452;60.5;51
70;0.0706;0.1013;12.5;0.2532;6.5;27
60;0.0702;0.1271;14.2857;0.4197;30;121
94;0.0855;0.1027;-56.6667;0.1627;13.25;54
101;0.0936;0.1221;-7.4468;0.3297;5.75;24
55;0.1142;0.1142;45.5446;0.1675;2;9
64;0.1462;0.1405;-16.3636;0.2268;2.5;11
95;0.0878;0.0588;-48.4375;0.0757;11.75;48
131;0.0763;0.106;-37.8947;0.3827;101.75;216
72;0.0733;0.1268;45.0382;0.3656;31;125
81;0.0675;0.0393;-12.5;0.2524;39.75;160
85;0.0739;0.1585;-4.9383;0.4011;33.25;134
74;0.0577;0.1023;12.9412;0.5131;66.5;75
109;0.0618;0.1028;-47.2973;0.3836;22.5;91
221;0.0736;0.0378;-102.7523;0.8234;43.75;176
354;0.0821;0.0902;-60.181;0.4572;130.75;332
90;0.1598;0.166;74.5763;0.5705;2.5;11
61;0.3233;0.3233;32.2222;0.2107;0.75;4
91;0.0656;0.0793;-49.1803;0.4971;43.25;174
130;0.0689;0.0566;-42.8571;0.1647;83.5;143
105;0.0737;0.2683;19.2308;0.5037;37.75;152
98;0.0773;0.1025;6.6667;0.3806;26.25;106
53;0.0459;0.0695;45.9184;0.1671;15;61
102;0.0721;0.0681;-92.4528;0.3288;27.75;112
84;0.0628;0.0424;17.6471;0.1935;67.5;79
168;0.0622;0.0488;-100;0.2671;167;477
107;0.069;0.1051;36.3095;0.3175;32.5;131
76;0.0621;0.0337;28.972;0.0758;9.5;39
121;0.076;0.1032;-59.2105;0.2868;12.25;50
109;0.0745;0.0786;9.9174;0.3075;29.25;118
116;0.064;0.1186;-6.422;0.6061;94.75;188
164;0.0648;0.0429;-41.3793;0.7037;35;141
168;0.0738;0.2312;-2.439;1.0195;59.75;240
60;0.0951;0.0717;64.2857;0.0612;5.25;22
97;0.1006;0.0866;-61.6667;0.5709;59.75;48
75;0.1417;0.1621;22.6804;0.1091;3.75;16
88;0.1602;0.1409;-17.3333;0.2353;5.75;24
64;0.0627;0.0934;27.2727;0.2502;14.5;59
75;0.0892;0.0623;-17.1875;0.2322;18.5;75
235;0.134;0.1987;-213.3333;0.9159;13.5;55
109;0.0794;0.0921;53.617;0.3048;16.5;67
56;0.1467;0.1905;48.6239;0.3435;5.25;22
112;0.087;0.0641;-100;0.1707;84;145
56;0.089;0.1318;50;0.3262;7;29
293;0.0681;0.0686;-423.2143;0.7439;70.25;282
199;0.0897;0.2;32.0819;0.8835;27.25;110
195;0.0628;0.0448;2.0101;0.6855;159.5;447
131;0.0718;0.0591;32.8205;0.3938;74.5;107
180;0.0738;0.1301;-37.4046;0.6619;35;141
136;0.0499;0.1235;24.4444;0.7225;143.5;383
241;0.0532;0.0444;-77.2059;0.3636;87.5;351
163;0.0663;0.0675;32.3651;0.6402;83;141
71;0.045;0.0251;56.4417;0.1345;32.25;130
63;0.0682;0.0938;11.2676;0.2697;10.25;42
147;0.0577;0.042;-133.3333;0.7322;134;345
101;0.0682;0.0765;31.2925;0.3151;15.75;64
122;0.0668;0.1471;-20.7921;0.5558;20.25;82
116;0.0695;0.097;4.918;0.4621;47.25;190
70;0.1589;0.1338;39.6552;0.1426;3;13
98;0.0548;0.0811;-40;0.6059;94.25;186
147;0.0651;0.0424;-50;0.1045;40.25;162
118;0.0808;0.0944;19.7279;0.4912;30.5;123
78;0.0597;0.0672;33.8983;0.2323;70.5;91
105;0.0477;0.0491;-34.6154;0.247;49.25;198
55;0.2466;0.2466;47.619;0.2647;0.5;3
152;0.0575;0.0633;-176.3636;0.5474;51.75;208
50;0.0408;0.0784;67.1053;0.3196;88.5;163
138;0.0514;0.0365;-176;0.3126;67.5;271
67;0.0631;0.0483;51.4493;0.1887;68.75;84
151;0.0525;0.0865;-125.3731;0.4406;198;601
67;0.0887;0.0776;55.6291;0.0866;4.5;19
108;0.0652;0.1158;-61.194;0.5442;28.75;116
139;0.058;0.0704;-28.7037;0.224;42;169
98;0.0563;0.0492;29.4964;0.1689;74;105
53;0.0463;0.0358;45.9184;0.1099;16.5;67
61;0.0512;0.0549;-15.0943;0.1896;26;105
117;0.0581;0.0752;-91.8033;0.5045;33.25;134
51;0.0392;0.0312;56.4103;0.1386;82.25;138
127;0.0521;0.0503;-149.0196;0.6062;62.25;250
55;0.0618;0.0321;56.6929;0.1355;12.25;50
159;0.064;0.061;-189.0909;0.2672;31;125
68;0.0503;0.0974;57.2327;0.3928;98.5;203
108;0.048;0.0632;-58.8235;0.4181;43.75;176
158;0.0617;0.1346;-46.2963;0.597;22.5;91
126;0.051;0.0822;20.2532;0.5256;100.75;212
90;0.0517;0.0342;28.5714;0.3185;39.25;158
53;0.0618;0.0518;41.1111;0.1014;7;29
100;0.0579;0.0786;-88.6792;0.2255;21;85
87;0.0792;0.1128;13;0.3624;5.25;22
92;0.0461;0.0347;-5.7471;0.5501;134.25;346
63;0.0767;0.0795;31.5217;0.212;7.75;32
57;0.1753;0.1841;9.5238;0.2674;2.5;11
432;0.0545;0.0677;-657.8947;0.4127;280.5;739
245;0.0584;0.0683;43.287;0.7002;174.25;506
120;0.0577;0.07;51.0204;0.4374;44.75;180
195;0.0894;0.1427;-62.5;0.2654;22;89
91;0.0685;0.0844;53.3333;0.2465;78;121
86;0.0527;0.0703;5.4945;0.1882;22.75;92
63;0.0693;0.0569;26.7442;0.3125;9;37
102;0.0604;0.0803;-61.9048;0.1761;34.75;140
124;0.0734;0.11;-21.5686;0.8559;31;125
103;0.0513;0.0903;16.9355;0.5998;94.25;186
105;0.0521;0.1237;-1.9417;0.443;47;189
161;0.0627;0.1003;-53.3333;0.642;97;197
65;0.0606;0.1057;59.6273;0.4449;23.25;94
84;0.0557;0.0389;-29.2308;0.3219;36.25;146
52;0.0575;0.0886;38.0952;0.3232;11.75;48
63;0.0561;0.0655;-21.1538;0.178;23.5;95
78;0.0483;0.0556;-23.8095;0.3629;91;173
125;0.0562;0.0622;-60.2564;0.4025;29.25;118
70;0.051;0.0373;44;0.0588;16.5;67
102;0.0546;0.0748;-45.7143;0.176;26.5;107
60;0.0782;0.1035;41.1765;0.2686;6.25;26
60;0.2959;0.2959;0;0.279;0.75;4
66;0.0464;0.0376;-10;0.2642;84.5;147
54;0.06;0.084;18.1818;0.1953;9.75;40
161;0.0687;0.1173;-198.1481;0.5398;24.75;100
253;0.0525;0.0752;-57.1429;0.2523;192;577
66;0.0512;0.0793;73.913;0.365;98.5;203
50;0.0454;0.0704;24.2424;0.3038;20.5;83
54;0.0526;0.0355;-8;0.1328;11.75;48
127;0.0649;0.056;-135.1852;0.8719;42.25;170
102;0.046;0.0758;19.685;0.5248;141.5;375
244;0.0587;0.0819;-139.2157;0.715;169.75;488
123;0.0609;0.0711;49.5902;0.3865;40;161
163;0.0671;0.1494;-32.5203;0.8266;101.75;216
114;0.0591;0.0627;30.0613;0.2589;68;273
70;0.2177;0.2177;38.5965;0.4375;1;5
101;0.1453;0.0862;-44.2857;0.1362;5.5;23
75;0.055;0.083;25.7426;0.4064;61.5;55
116;0.0592;0.047;-54.6667;0.3113;70.75;284
139;0.0658;0.1011;-19.8276;0.3476;32.5;131
92;0.0577;0.1013;33.8129;0.4949;97.25;198
68;0.0579;0.0971;26.087;0.4037;23.75;96
164;0.0574;0.0506;-141.1765;0.8072;135;349
162;0.0593;0.1112;1.2195;0.2661;56.25;226
143;0.0567;0.1048;11.7284;0.8449;114.5;267
144;0.0619;0.0725;-0.6993;0.2818;27.5;111
140;0.0689;0.0826;2.7778;0.4253;23.75;96
51;0.0971;0.0902;63.5714;0.074;3.5;15
141;0.0543;0.0769;-176.4706;0.1971;87.5;159
92;0.0488;0.0606;34.7518;0.2239;48;193
62;0.0553;0.0897;32.6087;0.3403;29.75;120
62;0.1007;0.1185;0;0.2535;4.75;20
225;0.0548;0.0474;-262.9032;1.5613;120.75;292
54;0.0546;0.0476;76;0.2695;31;125
59;0.0614;0.1181;-9.2593;0.358;12;49
61;0.0473;0.0556;-3.3898;0.1796;16.75;68
135;0.057;0.0432;-121.3115;0.2508;92;177
111;0.0626;0.1273;17.7778;0.5374;35;141
159;0.0499;0.0521;-43.2432;0.5498;154.25;426
176;0.0658;0.116;-10.6918;0.498;62.25;250
56;0.0742;0.0514;68.1818;0.14;55.75;32
135;0.0562;0.0304;-141.0714;0.1915;77.75;312
55;0.0771;0.0816;59.2593;0.3212;12.75;52
78;0.056;0.1228;-41.8182;0.4082;20.25;82
269;0.0642;0.1084;-244.8718;1.6866;147.25;398
113;0.0701;0.0674;57.9926;0.5329;26;105
94;0.052;0.0949;16.8142;0.5241;92.5;179
54;0.0498;0.0635;42.5532;0.321;29;117
205;0.0492;0.0774;-279.6296;0.6943;180.75;436
241;0.0622;0.0665;-17.561;0.8148;153.5;327
72;0.053;0.0877;70.1245;0.2811;14.75;60
63;0.0519;0.0815;12.5;0.2689;24.5;99
85;0.1239;0.2096;-34.9206;0.7357;5.25;22
63;0.0533;0.0715;25.8824;0.2173;65.75;72
51;0.0678;0.0736;19.0476;0.1098;7.25;30
61;0.0527;0.0825;-19.6078;0.284;23.5;95
72;0.0446;0.0535;-18.0328;0.2233;45.25;182
58;0.2187;0.2187;19.4444;0.2376;1.75;8
53;0.0707;0.0394;8.6207;0.0636;11;45
135;0.0543;0.0913;-154.717;0.5651;132.75;340
56;0.0534;0.0401;58.5185;0.1099;15.5;63
55;0.0745;0.105;1.7857;0.2512;8.25;34
64;0.0489;0.0408;-16.3636;0.3225;112.5;259
91;0.0743;0.0951;-42.1875;0.3189;8.5;35
108;0.0543;0.0859;-18.6813;0.3815;22.75;92
115;0.0539;0.0517;-6.4815;0.3202;41.25;166
59;0.0697;0.063;48.6957;0.0581;4.5;19
78;0.0508;0.0603;-32.2034;0.4094;75.75;112
83;0.0508;0.1011;-6.4103;0.5677;47;189
97;0.0785;0.0649;-16.8675;0.1075;17.5;71
114;0.0576;0.0712;-17.5258;0.1764;25.25;102
172;0.0655;0.082;-50.8772;0.4085;78.25;122
78;0.0423;0.0388;54.6512;0.1821;160;449
105;0.0488;0.0696;-34.6154;0.5241;49.75;200
186;0.0409;0.0647;-77.1429;0.6655;190.75;572
78;0.0875;0.0869;58.0645;0.2051;6.25;26
56;0.0378;0.0483;28.2051;0.3279;114;265
64;0.0406;0.0559;-14.2857;0.214;25.25;102
53;0.0433;0.0764;17.1875;0.2069;24.25;98
56;0.0719;0.0769;-5.6604;0.3692;7.5;31
175;0.041;0.1034;-212.5;0.7509;188;561
66;0.0433;0.1054;62.2857;0.3394;97;193
54;0.0383;0.0583;18.1818;0.2302;27.5;111
123;0.0346;0.0583;-127.7778;0.4575;136.75;356
103;0.0385;0.0301;16.2602;0.5735;45.25;182
137;0.0445;0.0239;-33.0097;0.0535;90;169
59;0.0338;0.0494;56.9343;0.1784;33.25;134
137;0.036;0.0346;-132.2034;0.4539;164.25;466
148;0.0403;0.0563;-8.0292;0.3105;55;221
82;0.0447;0.1074;44.5946;0.4984;23.5;95
90;0.0394;0.0585;-9.7561;0.3349;96.25;194
276;0.0505;0.0361;-206.6667;0.2545;161;453
84;0.0586;0.0374;69.5652;0.3838;48;193
78;0.0511;0.0681;7.1429;0.2599;19.75;80
136;0.0489;0.0691;-74.359;0.5111;174.5;507
73;0.0793;0.0976;46.3235;0.3492;6.5;27
56;0.0469;0.0764;23.2877;0.3712;91.25;174
80;0.0478;0.0256;-42.8571;0.0528;20.5;83
76;0.0613;0.12;5;0.4898;12;49
52;0.0643;0.0942;31.5789;0.3208;19.25;78
119;0.0455;0.095;-128.8462;0.4564;22.5;91
70;0.0384;0.04;41.1765;0.3699;143;381
169;0.0375;0.0214;-141.4286;0.8099;157.25;438
88;0.0364;0.042;47.929;0.4914;186;553
82;0.0302;0.0382;6.8182;0.2715;112.75;260
97;0.0389;0.0263;-18.2927;0.2572;42;169
90;0.0413;0.0665;7.2165;0.4451;31.25;126
50;0.0421;0.0558;44.4444;0.2458;69.25;86
85;0.0412;0.0225;-70;0.0466;14.5;59
193;0.0435;0.072;-127.0588;0.6901;182.25;538
128;0.0444;0.1005;33.6788;0.6833;24.5;99
181;0.0516;0.0858;-41.4063;0.4513;46.5;187
89;0.0432;0.0865;50.8287;0.4213;96.5;195
79;0.0365;0.0714;11.236;0.3809;65.5;263
65;0.0389;0.0205;17.7215;0.375;93.5;183
73;0.0405;0.0671;-12.3077;0.211;32;129
105;0.0451;0.0544;-43.8356;0.3281;113;261
65;0.0457;0.0526;38.0952;0.1487;27.75;112
234;0.0368;0.0689;-260;0.5427;360;1057
167;0.0381;0.0692;28.6325;0.5777;359.75;1056
219;0.0699;0.1253;-31.1377;0.8036;99.5;207
110;0.053;0.0986;49.7717;0.4588;72.25;290
156;0.0392;0.1333;-41.8182;0.8804;145;389
90;0.0374;0.0917;42.3077;0.5367;22.5;91
221;0.0411;0.0504;-145.5556;0.6082;149.25;406
73;0.0507;0.0456;66.9683;0.2945;23.25;94
100;0.0513;0.0881;-36.9863;0.6829;24.5;99
172;0.0457;0.0489;-72;0.4827;263.75;672
106;0.0458;0.1118;38.3721;0.292;66.75;268
130;0.0518;0.1185;-22.6415;0.4283;122;297
167;0.0435;0.1106;-28.4615;0.535;171.75;496
96;0.0905;0.0744;42.515;0.19;7.25;30
102;0.0641;0.0729;-6.25;0.1043;8.25;34
58;0.0877;0.0938;43.1373;0.1694;3.75;16
61;0.0416;0.0429;-5.1724;0.1266;17.5;71
94;0.0513;0.1107;-54.0984;0.6979;73;101
119;0.0495;0.0707;-26.5957;0.2971;53;213
80;0.0703;0.0412;32.7731;0.0934;6.75;28
59;0.0585;0.1281;26.25;0.4927;19.75;80
55;0.0454;0.0945;6.7797;0.3835;15.75;64
69;0.0816;0.0885;-25.4545;0.3756;5.5;23
51;0.097;0.0863;26.087;0.144;3.75;16
57;0.0461;0.081;-11.7647;0.4238;64.25;66
305;0.0505;0.0713;-435.0877;0.4417;248.25;802
50;0.0343;0.0558;83.6066;0.1375;15.5;63
137;0.0407;0.1097;-174;0.5953;148.75;404
56;0.0398;0.024;59.1241;0.0786;81.75;136
106;0.0353;0.0433;-89.2857;0.3112;60.75;244
75;0.0407;0.0518;29.2453;0.2104;49;197
64;0.0414;0.0677;14.6667;0.4564;96.25;194
125;0.0505;0.092;-95.3125;0.4003;71.5;287
67;0.0779;0.0364;46.4;0.0501;7.75;32
103;0.0446;0.0516;-53.7313;0.4226;93;181
216;0.1313;0.2562;-109.7087;1.2334;9.25;38
59;0.2568;0.2568;72.6852;0.1308;1.25;6
65;0.2154;0.2154;-10.1695;0.3152;1.75;8
60;0.1755;0.1755;7.6923;0.1978;2.25;10
85;0.1332;0.1334;-41.6667;0.2312;3.75;16
131;0.0844;0.1268;-54.1176;0.4332;26.75;108
317;0.0678;0.0972;-141.9847;1.0514;163.75;464
76;0.124;0.1327;76.0252;0.2292;5.25;22
57;0.0882;0.0983;25;0.1836;4.5;19
65;0.0599;0.071;-14.0351;0.2345;16.25;66
62;0.1084;0.0717;4.6154;0.1602;7.5;31
81;0.062;0.0684;-30.6452;0.5921;70.5;91
69;0.0601;0.1504;14.8148;0.4693;14.25;58
73;0.0835;0.0307;-5.7971;0.0735;15;61
268;0.0696;0.2399;-267.1233;1.4817;56.75;228
189;0.1064;0.1131;29.4776;0.6294;76.75;116
96;0.0962;0.1007;49.2063;0.5752;10.25;42
104;0.1034;0.1082;-8.3333;0.2835;12.5;51
77;0.1202;0.0872;25.9615;0.1669;6.75;28
135;0.0642;0.0567;-75.3247;0.2549;60;241
128;0.0879;0.1257;5.1852;0.7275;80;129
65;0.0738;0.1002;49.2188;0.3178;27;109
52;0.0625;0.0959;20;0.2867;19.75;80
137;0.0702;0.1018;-163.4615;0.3425;47.5;191
84;0.0834;0.0534;38.6861;0.2761;62.75;60
58;0.0756;0.0896;30.9524;0.193;11.5;47
125;0.0653;0.2047;-115.5172;0.5133;71.75;288
51;0.1244;0.1244;59.2;0.1113;1.5;7
61;0.0492;0.049;-19.6078;0.0787;14.25;58
72;0.0664;0.0402;-18.0328;0.4384;89.5;167
179;0.0646;0.1784;-148.6111;1.2657;45;181
71;0.0752;0.1132;60.3352;0.2415;11.25;46
70;0.0715;0.0586;1.4085;0.1504;21;85
95;0.0972;0.0762;-35.7143;0.2431;14;57
60;0.0542;0.0643;36.8421;0.3514;93.5;183
72;0.0449;0.0824;-20;0.443;138.5;267
212;0.073;0.1858;-194.4444;1.0175;76.5;211
190;0.0698;0.2286;10.3774;1.0962;92.75;180
67;0.2402;0.2402;64.7368;0.2797;1.25;6
59;0.0677;0.0972;11.9403;0.2685;19;77
241;0.0683;0.1327;-308.4746;0.4869;143.75;383
158;0.0755;0.1254;34.4398;0.4651;52.5;211
80;0.0675;0.0664;49.3671;0.2402;22.75;92
59;0.0721;0.1498;26.25;0.5515;26.5;107
55;0.0757;0.0437;6.7797;0.1257;56.25;34
157;0.0876;0.2419;-185.4545;0.9868;15.75;64
55;0.1784;0.1784;64.9682;0.2117;2.25;10
59;0.1318;0.0963;-7.2727;0.2339;2.75;12
84;0.1015;0.1095;-42.3729;0.2797;14;57
110;0.0757;0.0873;-30.9524;0.3553;25;101
62;0.0546;0.0679;43.6364;0.1268;21.5;87
126;0.0802;0.1105;-103.2258;0.4812;32.5;131
63;0.049;0.0467;50;0.1985;62;57
66;0.1001;0.091;-4.7619;0.1236;6;25
135;0.0658;0.0824;-104.5455;0.3479;48.75;196
69;0.0717;0.1199;48.8889;0.5807;24;97
88;0.0791;0.1006;-27.5362;0.3574;19.5;79
64;0.107;0.1547;27.2727;0.5154;8;33
217;0.1473;0.1003;-239.0625;0.3848;58.25;42
113;0.1274;0.1908;47.9263;0.7808;12;49
52;0.2374;0.2374;53.9823;0.2483;1.25;6
70;0.1269;0.1233;-34.6154;0.3851;5.5;23
67;0.067;0.0732;4.2857;0.3076;6.75;28
146;0.0734;0.089;-117.9104;0.2662;29.75;120
135;0.0676;0.0702;7.5342;0.4641;108;241
93;0.0491;0.0556;31.1111;0.4027;60.5;243
55;0.0993;0.0993;40.8602;0.3436;2.25;10
109;0.093;0.0613;-98.1818;0.1999;15.75;64
53;0.0864;0.1239;51.3761;0.2275;9;37
124;0.0779;0.0983;-133.9623;0.376;24.25;98
105;0.0497;0.0865;15.3226;0.4612;122.25;298
100;0.0546;0.0264;4.7619;0.3502;30.25;122
53;0.0579;0.0937;47;0.3526;17.25;70
76;0.0646;0.0948;-43.3962;0.5757;58.25;42
68;0.0655;0.0628;10.5263;0.1268;12;49
65;0.0549;0.026;4.4118;0.3522;33.75;136
161;0.064;0.1333;-147.6923;0.5294;66.5;267
475;0.0942;0.211;-195.0311;1.7437;140.25;370
73;0.1239;0.1221;84.6316;0.2662;3.5;15
104;0.0908;0.2168;-42.4658;0.3053;21.25;86
60;0.083;0.1065;42.3077;0.5026;66;73
134;0.0912;0.0731;-123.3333;0.5492;33.25;134
121;0.0709;0.1417;9.7015;0.4905;43;173
129;0.0608;0.0774;-6.6116;0.5129;115.25;270
87;0.0685;0.0674;32.5581;0.373;33.25;134
52;0.0681;0.0573;40.2299;0.107;8.5;35
182;0.0624;0.0639;-250;0.5403;164.25;466
111;0.0667;0.06;39.011;0.3267;100.25;210
64;0.07;0.0993;42.3423;0.3957;33.25;134
105;0.0673;0.104;-64.0625;0.6355;32.25;130
71;0.4567;0.4567;32.381;0.4829;1.25;6
290;0.1702;0.2601;-308.4507;0.9391;12.75;52
53;0.4773;0.4773;81.7241;0.2913;0.75;4
68;0.2283;0.2308;-28.3019;0.2835;3.75;16
103;0.1355;0.0917;-51.4706;0.1157;5;21
89;0.0868;0.0976;13.5922;0.2493;9.75;40
130;0.1594;0.1835;-46.0674;0.1963;4.25;18
104;0.2527;0.274;20;0.2742;2.75;12
196;0.2223;0.1562;-88.4615;0.0818;56.75;36
114;0.1807;0.1884;41.8367;0.1639;2.5;11
73;0.1619;0.1489;35.9649;0.3386;3;13
